Id,Probability
627,0.099334454
628,0.013584636
629,0.010157204
630,0.174697029
631,0.00577379
632,0.029245451
633,0.002774177
634,0.056561882
635,0.07797703
636,0.004446062
637,0.010221074
638,0.021117522
639,0.073020601
640,0.004988984
641,0.009341214
642,0.300559577
643,0.113411504
644,0.503081858
645,0.087579091
646,0.234991743
647,0.013000735
648,0.113922803
649,0.005344965
650,0.015242725
651,0.328274713
652,0.009358464
653,0.048107703
654,0.474650455
655,0.014827704
656,0.023128078
657,0.028225414
658,0.012225529
659,0.092216508
660,0.138194939
661,0.039164724
662,0.216056175
663,0.126480232
664,0.111499555
665,0.470454815
666,0
667,0.019982455
668,0.094541212
669,0.372049376
670,0.035648443
671,0.008135103
672,0.095547698
673,0.039403217
674,0.004112003
675,0.434654664
676,0.151209691
677,0.031732447
678,0.031038795
679,0.031771858
680,0.137215619
681,0.042619051
682,0.012514607
683,0.052219725
684,0.021019057
685,0.085413424
686,0.002291361
687,0.009243475
688,0.012735898
689,0.083770155
690,0.021636625
691,0.032584677
692,0.433172944
693,0.033415339
694,0.036259888
695,0.032079588
696,0.014937662
697,0.003139171
698,0.046572772
699,0.256496161
700,0.016133296
701,0.00693785
702,0.205390121
703,0.110369128
704,0.389430767
705,0.021486164
706,0.010295224
707,0.037039727
708,0.013411101
709,0.017748002
710,0.015703137
711,0.041057942
712,0.176093085
713,0.01413844
714,0.010526201
715,0.014590325
716,0.352442151
717,0.005630588
718,0.04702017
719,0.028239
720,0.003346893
721,0.007262789
722,0.016884894
723,0.051431262
724,0.010686582
725,0.155492778
726,0.028475509
727,0.014480795
728,0.039747886
729,0.061748821
730,0.617254566
731,0.03417301
732,0.040798339
733,0.006753687
734,0.014181101
735,0.077081638
736,0.029903051
737,0.060046631
738,0.108582167
739,0.021609059
740,0.005772147
741,0.014342968
742,0.013897865
743,0.055584872
744,0.031114287
745,0.013880239
746,0.046950474
747,0.012534581
748,0.040297324
749,0.036841655
750,0.068283324
751,0.207220489
752,0.005055548
753,0.010475447
754,0.003859653
755,0.041975882
756,0.016947048
757,0.044756724
758,0.017359664
759,0.008742875
760,0.011945775
761,0.011409559
762,0.065014162
763,0.090580318
764,0.007978606
765,0.021869567
766,0.057601598
767,0.006452755
768,0.071380369
769,0.01695813
770,0.116448654
771,0.008357715
772,0.169710339
773,0.112890816
774,0.010565796
775,0.051754917
776,0.011465146
777,0.111437019
778,0.010630289
779,0.013584924
780,0.378521458
781,0.059195077
782,0.030443668
783,0.015918024
784,0.07455039
785,0.020815627
786,0.173126742
787,0.044188985
788,0.037457195
789,0.076441003
790,0.130557609
791,0.029941555
792,0.327384125
793,0.080747103
794,0.042689712
795,0.316768769
796,0.003277916
797,0.102075156
798,0.023926769
799,0.258455785
800,0.020343114
801,0.015816748
802,0.010637562
803,0.064503433
804,0.018295344
805,0.244170565
806,0.030704573
807,0.007983905
808,0.048543352
809,0.041629417
810,0.044664587
811,0.076201428
812,0.024963781
813,0.030208304
814,0.015634904
815,0.090538962
816,0.045944858
817,0.005707447
818,0.0273821
819,0.005749993
820,0.054321847
821,0.016582708
822,0.180082326
823,0.008764298
824,0.014257531
825,0.011945775
826,0.023531665
827,0.037240117
828,0.02434839
829,0.016753254
830,0.016664671
831,0.133992388
832,0.023672825
833,0.157708023
834,0.009122338
835,0.065158293
836,0.036251367
837,0.142680346
838,0.025406187
839,0.099424381
840,0.341478354
841,0.149704812
842,0.043137972
843,0.17017898
844,0.079681629
845,0.587114603
846,0.680558999
847,0.021867938
848,0.008731975
849,0.205160411
850,0.029115901
851,0.036101841
852,0.012475956
853,0.102302897
854,0.019691596
855,0.000815191
856,0.02685013
857,0.035108832
858,0.046073325
859,0.002800334
860,0.04310838
861,0.320904963
862,0.002129033
863,0.010345722
864,0.009866751
865,0.016498908
866,0.005268408
867,0.00512489
868,0.08083152
869,0.044197454
870,0.002616243
871,0.014149016
872,0.033517169
873,0.003068874
874,0.007504507
875,0.004488352
876,0.03704102
877,0.015070994
878,0.022702457
879,0.003160973
880,0.038323132
881,0.017571003
882,0.057606312
883,0.067440973
884,0.039114873
885,0.004496376
886,0.020648548
887,0.059051367
888,0.472716912
889,0.034980202
890,0.051499335
891,0.008392429
892,0.008299097
893,0.460005093
894,0.654301044
895,0.02764719
896,0.024823755
897,0.021139558
898,0.001813348
899,0.032869193
900,0.003028479
901,0.053647238
902,0.036195931
903,0.014928713
904,0.006357974
905,0.005258597
906,0.020233323
907,0.094762684
908,0.171038551
909,0.060264421
910,0.019004725
911,0.032406725
912,0.063641737
913,0.003855722
914,0.014863583
915,0.067654761
916,0.012557216
917,0.028663252
918,0.008944252
919,0.023318275
920,0.024740524
921,0.047879277
922,0.068148642
923,0.100536915
924,0.021434297
925,0.011107776
926,0.055902409
927,0.066708839
928,0.020687383
929,0.066009307
930,0.195810957
931,0.211981112
932,0.019156571
933,0.024300415
934,0.048285452
935,0.002680097
936,0.005311488
937,0.007645724
938,0.014640556
939,0.056927324
940,0.007486355
941,0.075815543
942,0.004533011
943,0.077179481
944,0.155249399
945,0.016206225
946,0.012360126
947,0.069666351
948,0.019136021
949,0.021840322
950,0.007561536
951,0.003044541
952,0.115848095
953,0.044788948
954,0.004488624
955,0.114498249
956,0.049188568
957,0.015909704
958,0.025368398
959,0.022258887
960,0.013153676
961,0.01095714
962,0.011977172
963,0.004870754
964,0.014671995
965,0.023290792
966,0.044948675
967,0.044679537
968,0.045084969
969,0.276407653
970,0.146106802
971,0.008524405
972,0.389961568
973,0.015700242
974,0.096351772
975,0.007708894
976,0.050723623
977,0.066354284
978,0.032692006
979,0.083083459
980,0.541049256
981,0.00735327
982,0.00697424
983,0.011419618
984,0.006330508
985,0.034695752
986,0.297723268
987,0.005384551
988,0.015545428
989,0.023591682
990,0.017448411
991,0.029215458
992,0.003327482
993,0.007563289
994,0.051466548
995,0.00707216
996,0.319786602
997,0.005139981
998,0.028445321
999,0.015474768
1000,0.012368512
1001,0.005311488
1002,0.071320651
1003,0.023753526
1004,0.025173208
1005,0.06203653
1006,0.017744084
1007,0.04289145
1008,0.006641737
1009,0.014663901
1010,0.009887007
1011,0.0102088
1012,0.011740447
1013,0.030552906
1014,0.101294238
1015,0.01867009
1016,0.145530105
1017,0.01221123
1018,0.301135813
1019,0.030988606
1020,0.004252168
1021,0.018156846
1022,0.083540852
1023,0.020896195
1024,0.238661036
1025,0.018520007
1026,0.013258818
1027,0.022021251
1028,0.015376532
1029,0.003561719
1030,0.014824835
1031,0.016616972
1032,0.055871697
1033,0.02685963
1034,0.02947049
1035,0.002273043
1036,0.017625857
1037,0.018024003
1038,0.00246149
1039,0.011065701
1040,0.001064969
1041,0.097645114
1042,0.396736368
1043,0.010647402
1044,0.05257548
1045,0.023890115
1046,0.011092664
1047,0.011658028
1048,0.024609579
1049,0.015395012
1050,0.014506711
1051,0.021689565
1052,0.049997202
1053,0.152092634
1054,0.006942276
1055,0.07632288
1056,0.004256898
1057,0.005207431
1058,0.036290066
1059,0.082695236
1060,0.058202492
1061,0.052722894
1062,0.046109733
1063,0.012571129
1064,0.024189776
1065,0.135944848
1066,0.023420038
1067,0.024797793
1068,0.002940756
1069,0.014477256
1070,0.014347298
1071,0.017219575
1072,0.067790591
1073,0.349053259
1074,0.016496053
1075,0.022266576
1076,0.050434047
1077,0.04179316
1078,0.010629858
1079,0.138784879
1080,0.043015816
1081,0.028653777
1082,0.164219084
1083,0.021800139
1084,0.05469998
1085,0.028089591
1086,0.015834657
1087,0.036290034
1088,0.059253182
1089,0.313706449
1090,0.016663888
1091,0.009043543
1092,0.012515266
1093,0.107101182
1094,0.014504497
1095,0.180624445
1096,0.056875264
1097,0.05529691
1098,0.125451793
1099,0.098787944
1100,0.046313093
1101,0.020387288
1102,0.010925344
1103,0.027068741
1104,0.007970446
1105,0.047634908
1106,0.03796705
1107,0.01270889
1108,0.146989167
1109,0.082854715
1110,0.020033389
1111,0.020373927
1112,0.011700163
1113,0.019121689
1114,0.029855152
1115,0.015725375
1116,0.018055205
1117,0.067564968
1118,0.208402674
1119,0.015573505
1120,0.027855668
1121,0.03999281
1122,0.003474107
1123,0.022965945
1124,0.127903769
1125,0.024240219
1126,0.095198633
1127,0.014092419
1128,0.352780394
1129,0.022330946
1130,0.019613518
1131,0.014232659
1132,0.417630341
1133,0
1134,0.082267251
1135,0.182432221
1136,0.045955277
1137,0.018076307
1138,0.012947905
1139,0.025610885
1140,0.011571171
1141,0.007979443
1142,0.011961128
1143,0.115660977
1144,0.274439834
1145,0.04931628
1146,0.032289353
1147,0.087650615
1148,0.023967552
1149,0.02971965
1150,0.014887756
1151,0.023293194
1152,0.10191162
1153,0.004064919
1154,0.017058645
1155,0.131201743
1156,0.017757951
1157,0.426007171
1158,0.585618904
1159,0.078564288
1160,0.008520873
1161,0.210737041
1162,0.051802102
1163,0.060244604
1164,0.043299024
1165,0.056689711
1166,0.037160349
1167,0.224513548
1168,0.01082116
1169,0.017968708
1170,0.022803808
1171,0.418330301
1172,0.023909363
1173,0.027890219
1174,0.016884682
1175,0.077644321
1176,0.437277292
1177,0.403313307
1178,0.192972322
1179,0.027359228
1180,0.170523654
1181,0.470803023
1182,0.033735076
1183,0.075117813
1184,0.180566366
1185,0.042665274
1186,0.106186696
1187,0.087264733
1188,0.535959652
1189,0.057466483
1190,0.002386262
1191,0.435866492
1192,0.004953407
1193,0.625299294
1194,0.030278957
1195,0.124703417
1196,0.006710512
1197,0.008554908
1198,0.010018146
1199,0.086410876
1200,0.047149475
1201,0.030342233
1202,0.005749993
1203,0.004674343
1204,0.00350497
1205,0.02050508
1206,0.014099422
1207,0.528703125
1208,0.03265182
1209,0.098876559
1210,0.017015171
1211,0.083332285
1212,0.072616495
1213,0.002640828
1214,0.005205255
1215,0.723946471
1216,0.022011066
1217,0.06697472
1218,0.006328641
1219,0.054346828
1220,0.018286332
1221,0.064091432
1222,0.043023797
1223,0.136921695
1224,0.007832234
1225,0.064750557
1226,0.012665276
1227,0.00610903
1228,0.085669848
1229,0.311910757
1230,0.571427797
1231,0.014230754
1232,0.095557713
1233,0.032539735
1234,0.710639634
1235,0.750744319
1236,0.006125227
1237,0.07734269
1238,0.434195932
1239,0.06581597
1240,0.02108872
1241,0.004356209
1242,0.024855192
1243,0.010368887
1244,0.035513867
1245,0.053426451
1246,0.139285405
1247,0.035921309
1248,0.00136591
1249,0.105052739
1250,0.010925081
1251,0.21467783
1252,0.074702742
1253,0.004212528
1254,0.151303073
1255,0.033579261
1256,0.066601201
1257,0.037774088
1258,0.019152951
1259,0.005744258
1260,0.241879265
1261,0.024379034
1262,0.100656466
1263,0.111815515
1264,0.021809871
1265,0.002050767
1266,0.032364836
1267,0.065416609
1268,0.084045184
1269,0.029524295
1270,0.046741426
1271,0.008000799
1272,0.207049634
1273,0.148615771
1274,0.080489786
1275,0.094209858
1276,0.520878592
1277,0.029582709
1278,0.26864588
1279,0.045204665
1280,0.012017263
1281,0.201847378
1282,0.008424376
1283,0.048413787
1284,0.088085075
1285,0.008998224
1286,0.014111657
1287,0.019633314
1288,0.084992508
1289,0.027414506
1290,0.062070826
1291,0.029217538
1292,0.127545523
1293,0.032034535
1294,0.543332824
1295,0.033829212
1296,0.009907671
1297,0.076783625
1298,0.007456544
1299,0.002680959
1300,0.094074677
1301,0.022247288
1302,0.022554634
1303,0.139025386
1304,0.079808696
1305,0.009631429
1306,0.002621202
1307,0.116357975
1308,0.006532353
1309,0.030890023
1310,0.068689097
1311,0.002804472
1312,0.016773299
1313,0.075603941
1314,0.018952603
1315,0.053183458
1316,0.025602541
1317,0.452729521
1318,0.015809145
1319,0.016820634
1320,0.013008279
1321,0.00347708
1322,0.073005138
1323,0.07813732
1324,0.040654265
1325,0.051032358
1326,0.013965245
1327,0.030017514
1328,0.053298451
1329,0.091372694
1330,0.021258092
1331,0.032249257
1332,0.006308745
1333,0.056756893
1334,0.027760125
1335,0.06921868
1336,0.082854897
1337,0.013619806
1338,0.045051766
1339,0.142104271
1340,0.03745362
1341,0.015715098
1342,0.01452703
1343,0.009717206
1344,0.026412156
1345,0.01882756
1346,0.015229103
1347,0.074479379
1348,0.086993394
1349,0.145939569
1350,0.01600413
1351,0.035747737
1352,0.037502481
1353,0.005832885
1354,0.013651194
1355,0.035847745
1356,0.013296223
1357,0.048337205
1358,0.014921176
1359,0.029123638
1360,0.003496979
1361,0.198357688
1362,0.006220845
1363,0.008319986
1364,0.020382721
1365,0.064085889
1366,0.00915469
1367,0.013648528
1368,0.140568753
1369,0.601061922
1370,0.006868382
1371,0.093985852
1372,0.013544929
1373,0.019401815
1374,0.067734776
1375,0.090112574
1376,0.016531486
1377,0.365027282
1378,0.014885023
1379,0.019898092
1380,0.004252168
1381,0.109660194
1382,0.086818814
1383,0.034548651
1384,0.004240868
1385,0.015193978
1386,0.006670564
1387,0.041426369
1388,0.08160849
1389,0.065607635
1390,0.03789043
1391,0.021128767
1392,0.017161224
1393,0.043298128
1394,0.133460773
1395,0.062911222
1396,0.02952003
1397,0.034009386
1398,0.024905871
1399,0.131928261
1400,0.051355936
1401,0.011706059
1402,0.012718867
1403,0.01534158
1404,0.086266002
1405,0.010374429
1406,0.013425979
1407,0.04953529
1408,0.034128236
1409,0.020017916
1410,0.015749177
1411,0.012869649
1412,0.004499611
1413,0.015749287
1414,0.015203159
1415,0.012090879
1416,0.016423016
1417,0.031783639
1418,0.004799785
1419,0.514271159
1420,0.029802815
1421,0.041172782
1422,0.110218793
1423,0.000904275
1424,0.067259347
1425,0.006759684
1426,0.010344256
1427,0.020218521
1428,0.019733305
1429,0.03305693
1430,0.01910293
1431,0.136094405
1432,0.010925295
1433,0.024300408
1434,0.011101975
1435,0.014823148
1436,0.381932911
1437,0.029395281
1438,0.006286543
1439,0.020914947
1440,0.515212624
1441,0.015332611
1442,0.008081209
1443,0.00333202
1444,0.022875609
1445,0.006731063
1446,0.322050934
1447,0.105859272
1448,0.022246339
1449,0.012697168
1450,0.003509915
1451,0.106515551
1452,0.014609113
1453,0.012099551
1454,0.007649274
1455,0.035347988
1456,0.280953004
1457,0.022154415
1458,0.007205893
1459,0.008735378
1460,0.030499958
1461,0.020417818
1462,0.022777187
1463,0.151997357
1464,0.005565103
1465,0.012363252
1466,0.024309897
1467,0.072701383
1468,0.005096907
1469,0.107962701
1470,0.007180685
1471,0.15369561
1472,0.033530684
1473,0.015362486
1474,0.019435875
1475,0.282809901
1476,0.167016216
1477,0.036188485
1478,0.007557403
1479,0.083380322
1480,0.014075019
1481,0.008347227
1482,0.052798266
1483,0.006029281
1484,0.019355018
1485,0.34046016
1486,0.502163046
1487,0.059260982
1488,0.012343954
1489,0.085689225
1490,0.025680969
1491,0.056360085
1492,0.037673953
1493,0.031402878
1494,0.059077493
1495,0.16662425
1496,0.01485154
1497,0.008461712
1498,0.094242578
1499,0.083974353
1500,0.011294611
1501,0.127962662
1502,0.035075182
1503,0.107323546
1504,0.077238998
1505,0.004768231
1506,0.075449228
1507,0.039516346
1508,0.040898742
1509,0.032832894
1510,0.015974367
1511,0.006479288
1512,0.03026731
1513,0.018441718
1514,0.017027336
1515,0.014156645
1516,0.006689381
1517,0.175712715
1518,0.147289608
1519,0.018632006
1520,0.032287933
1521,0.040604877
1522,0.049008258
1523,0.031019336
1524,0.005514256
1525,0.062254966
1526,0.193948084
1527,0.049247603
1528,0.052841406
1529,0.0474834
1530,0.045971784
1531,0.01537901
1532,0.053575493
1533,0.234313143
1534,0.053176689
1535,0.011265543
1536,0.016145423
1537,0.290383359
1538,0.011539798
1539,0.002258401
1540,0.009680146
1541,0.272260525
1542,0.002535193
1543,0.037804341
1544,0.035954792
1545,0.010698043
1546,0.005632389
1547,0.095503868
1548,0.048634108
1549,0.115126467
1550,0.01747033
1551,0.018099233
1552,0.021259867
1553,0.089003609
1554,0.021186158
1555,0.510720603
1556,0.016675717
1557,0.004816632
1558,0.511680861
1559,0.09765845
1560,0.115997686
1561,0.017942473
1562,0.012484426
1563,0.065735232
1564,0.008576503
1565,0.022321818
1566,0.018981974
1567,0.009810467
1568,0.005438974
1569,0.025661771
1570,0.260370212
1571,0.016334669
1572,0.03049353
1573,0.061003082
1574,0.003724015
1575,0.024963707
1576,0.028588789
1577,0.003463175
1578,0.015998159
1579,0.013488935
1580,0.011754577
1581,0.004159803
1582,0.015538195
1583,0.003897869
1584,0.005189392
1585,0.016176231
1586,0.190752067
1587,0.143501584
1588,0.194919547
1589,0.012146583
1590,0.004923701
1591,0.02991219
1592,0.00599947
1593,0.019987839
1594,0.169298003
1595,0.125557705
1596,0.01374213
1597,0.009507221
1598,0.010906626
1599,0.032327887
1600,0.002949361
1601,0.006094922
1602,0.006493825
1603,0.057536682
1604,0.010275417
1605,0.018272142
1606,0.048443034
1607,0.036303693
1608,0.053477064
1609,0.020508433
1610,0.008200867
1611,0.043435093
1612,0.129183974
1613,0.021226497
1614,0.132564919
1615,0.01656746
1616,0.704358575
1617,0.578908069
1618,0.022994702
1619,0.086821226
1620,0.497175103
1621,0.455282373
1622,0.052373393
1623,0.586723666
1624,0.056058674
1625,0.005363715
1626,0.015287556
1627,0.027475316
1628,0.012597793
1629,0.025256737
1630,0.008516509
1631,0.008881964
1632,0.315797367
1633,0.145798654
1634,0.024480179
1635,0.00797358
1636,0.049229543
1637,0.020919194
1638,0.016789126
1639,0.010661737
1640,0.042834373
1641,0.006141782
1642,0.00352443
1643,0.025918208
1644,0.044480273
1645,0.008576503
1646,0.007462478
1647,0.277805647
1648,0.055519507
1649,0.038293873
1650,0.078419293
1651,0.445874383
1652,0.009037013
1653,0.017694457
1654,0.100307719
1655,0.044153156
1656,0.002131772
1657,0.00513832
1658,0.01655674
1659,0.041167616
1660,0.435933441
1661,0.037957442
1662,0.143653571
1663,0.012975287
1664,0.060580654
1665,0.033411363
1666,0.019267549
